mass_Msun,mass_kg,schwarzschild_radius_km,hawking_temperature_K
2.241400324899665e-13,4.4569573040532365e+17,6.619615850503677e-13,275277.6358720121
2.3058542805883955e-13,4.585122061321607e+17,6.809970256169198e-13,267582.9898165529
2.3721616813568615e-13,4.716972338527678e+17,7.0057985141812e-13,260103.4268997277
2.4403758250768153e-13,4.852614116890495e+17,7.20725803124331e-13,252832.9350507798
2.5105515422594955e-13,4.992156425236739e+17,7.414510740463708e-13,245765.6702502244
2.582745240128388e-13,5.135711427638096e+17,7.627723231516944e-13,238895.95183242625
2.6570149479593467e-13,5.283394513568722e+17,7.847066884548715e-13,232218.25791948085
2.733420363724459e-13,5.4353243906551744e+17,8.072718007931015e-13,225727.22098273528
2.812022902077377e-13,5.5916231800938016e+17,8.30485797997911e-13,219417.62352835975
2.8928857437182505e-13,5.752416514811429e+17,8.543673394742938e-13,213284.39390354036
2.9760738861784755e-13,5.917833640449313e+17,8.789356211991713e-13,207322.60221987564
3.0616541960656413e-13,6.088007519250646e+17,9.042103911510967e-13,201527.4563907383
3.1496954628109e-13,6.26307493693559e+17,9.302119651836793e-13,195894.2982793963
3.2402684539619103e-13,6.44317661264964e+17,9.569612433554667e-13,190418.5999548025
3.3334459720657053e-13,6.628457312073492e+17,9.844797267293856e-13,185095.96005204963
3.4293029131875094e-13,6.819065963785966e+17,1.0127895346553345e-12,179922.1002345448
3.5279163271119727e-13,7.015155778972344e+17,1.0419134225496524e-12,174892.86175509577
3.62936547927599e-13,7.216884374575927e+17,1.071874800185981e-12,170004.20211309896
3.7337319144820256e-13,7.424413899990074e+17,1.102697750511973e-12,165252.1918051891
3.8410995224439635e-13,7.637911167394148e+17,1.1344070490072037e-12,160633.011166698
3.9515546052175653e-13,7.857547785836972e+17,1.1670281835976772e-12,156142.94730141235
4.065185946570054e-13,8.083500299176156e+17,1.2005873751430164e-12,151778.391097148
4.1820848833445033e-13,8.315950327984045e+17,1.235111598512789e-12,147535.83432474604
4.3023453788762794e-13,8.555084715534116e+17,1.2706286042688762e-12,143411.86681816194
4.4260640985209365e-13,8.801095677985926e+17,1.3071669409714216e-12,139403.1737333686
4.553340487353545e-13,9.054180958887904e+17,1.3447559781260819e-12,135506.53288389408
4.684276850102902e-13,9.314543988124118e+17,1.3834259297913088e-12,131718.81215082013
4.818978433383768e-13,9.582394045430621e+17,1.4232078788643232e-12,128036.96696519395
4.95755351029428e-13,9.857946428614867e+17,1.4641338020655992e-12,124458.0378607984
5.100113467445743e-13,1.0141422626611836e+18,1.5062365956417175e-12,120979.14809533668
5.246772894495176e-13,1.0433050497516822e+18,1.5495501018073628e-12,117597.50133810691
5.397649676252474e-13,1.0733064451737756e+18,1.5941091359476967e-12,114310.37942231196
5.552865087436078e-13,1.1041705640414019e+18,1.639949514602921e-12,111115.14016019973
5.712543890153805e-13,1.1359222149254136e+18,1.687108084257676e-12,108009.21521926849
5.876814434186285e-13,1.1685869197946404e+18,1.7356227509581437e-12,104990.10805784809
6.045808760154733e-13,1.202190934530488e+18,1.7855325107809898e-12,102055.39191837558
6.219662705655048e-13,1.2367612700313894e+18,1.836877481178369e-12,99202.70787677015
6.398516014444063e-13,1.2723257139241587e+18,1.8896989332243257e-12,96429.76294633037
6.582512448765572e-13,1.3089128528996877e+18,1.9440393247884848e-12,93734.32823463141
6.771799904906242e-13,1.3465520956908915e+18,1.9999423346636346e-12,91114.23715194405
6.966530532074914e-13,1.3852736967115003e+18,2.0574528976748166e-12,88567.38366972606
7.166860854699682e-13,1.4251087803744676e+18,2.116617240797806e-12,86091.7206278026
7.372951898242646e-13,1.4660893661098555e+18,2.1774829203164757e-12,83685.25808885369
7.584969318631694e-13,1.5082483941019566e+18,2.240098860048396e-12,81346.06173890838
7.803083535415026e-13,1.5516197517666716e+18,2.3045153906698847e-12,79072.25133253972
8.027469868744188e-13,1.5962383009901755e+18,2.3707842901717443e-12,76861.9991815259
8.2583086802964e-13,1.6421399061508982e+18,2.4389588254784106e-12,74713.52868575438
8.495785518249258e-13,1.68936146294731e+18,2.5090937952638998e-12,72625.11290519108
8.74009126642414e-13,1.737940928054641e+18,2.581245573998919e-12,70595.07317176765
8.991422297718952e-13,1.7879173496345206e+18,2.655472157264764e-12,68621.77774006556
9.249980631952088e-13,1.839330898721777e+18,2.7318332083699974e-12,66703.64047572369
9.51597409824649e-13,1.8922229015140196e+18,2.8103901063079705e-12,64839.11958049945
9.789616502082068e-13,1.946635872589513e+18,2.891205995093077e-12,63026.71635297599
1.0071127797152937e-12,2.00261354908047e+18,2.9743458345160216e-12,61264.973983903255
1.0360734262165918e-12,2.0602009258289062e+18,3.0598764523584232e-12,59552.47638521652
1.0658668682723365e-12,2.119444291553493e+18,3.1478665981089816e-12,57887.847051784884
1.096517053843616e-12,2.1803912660564152e+18,3.2383869982242987e-12,56269.74795497676
1.1280486195417415e-12,2.2430908385001667e+18,3.331510412978802e-12,54696.87846715265
1.1604869104311305e-12,2.30759340678499e+18,3.427311694949376e-12,53167.974316221815
1.1938580004016903e-12,2.373950818058749e+18,3.5258678491819262e-12,51681.80656941937
1.2281887131269862e-12,2.4422164103916186e+18,3.6272580950879686e-12,50237.18064549134
1.263506643625108e-12,2.5124450556492186e+18,3.731563930121172e-12,48832.93535449033
1.299840180439538e-12,2.5846932035986084e+18,3.838869195285006e-12,47467.94196441134
1.3372185284578553e-12,2.659018927282591e+18,3.949260142524102e-12,46141.10329391728
1.375671732386617e-12,2.735481969698816e+18,4.062825504053563e-12,44851.35283042487
1.4152307009012908e-12,2.8141437918211896e+18,4.179656563681893e-12,43597.65387284193
1.4559272314906191e-12,2.8950676220021514e+18,4.299847230184846e-12,42378.99869826804
1.4977940360154642e-12,2.97831850679567e+18,4.423494112789367e-12,41194.40775198607
1.5408647670025728e-12,3.0639633632416056e+18,4.550696598828003e-12,40042.928860096996
1.5851740446944732e-12,3.152071032653619e+18,4.68155693362643e-12,38923.63646416263
1.6307574848772177e-12,3.2427123359538007e+18,4.816180302688218e-12,37835.630877242
1.6776517275083422e-12,3.335960130598513e+18,4.954674916242918e-12,36778.03756072319
1.7258944661680545e-12,3.431889369141191e+18,5.097152096225406e-12,35750.00642136946
1.7755244783573246e-12,3.530577159479189e+18,5.243726365756438e-12,34750.71112801447
1.8265816566672375e-12,3.632102826833102e+18,5.3945155411963145e-12,33779.3484473574
1.8791070408446183e-12,3.736547977508298e+18,5.549640826845565e-12,32835.137598324785
1.9331428507798132e-12,3.843996564490135e+18,5.709226912369057e-12,31917.31962447804
1.988732520442999e-12,3.95453495492529e+18,5.8734020730214324e-12,31025.156783965016
2.0459207327964033e-12,4.068251999543664e+18,6.042298272754745e-12,30157.93195652317
2.104753455710458e-12,4.1852391040765747e+18,6.216051270291051e-12,29314.94806705848
2.1652779789127633e-12,4.3055903027286625e+18,6.394800728245241e-12,28495.52752533665
2.2275429519995566e-12,4.429402333762558e+18,6.5786903253858005e-12,27699.01168133625
2.2915984235402548e-12,4.5567747172570906e+18,6.767867872123809e-12,26924.760295825934
2.3574958813064477e-12,4.687809835101432e+18,6.9624854293227945e-12,26172.151025740677
2.4252882936578066e-12,4.822613013289738e+18,7.16269943052538e-12,25440.57892394196
2.4950301521180042e-12,4.961292606582088e+18,7.368670807694416e-12,24729.45595296188
2.5667775151749966e-12,5.103960085600026e+18,7.580565120570081e-12,24038.210512338603
2.6405880533408196e-12,5.25073012642662e+18,7.798552689746758e-12,23366.286979164128
2.716521095507133e-12,5.401720702783069e+18,8.022808733576676e-12,22713.14526147472
2.7946376766337687e-12,5.55705318085595e+18,8.253513509010392e-12,22078.260364125083
2.8750005868086266e-12,5.71685241685135e+18,8.490852456487302e-12,21461.121966797375
2.9576744217182853e-12,5.881246857354159e+18,8.735016348992493e-12,20861.23401380616
3.0427256345700667e-12,6.05036864257354e+18,8.986201445400211e-12,20278.114315368493
3.1302225895070627e-12,6.224353712557109e+18,9.244609648226572e-12,19711.294160020225
3.2202356165592264e-12,6.403341916459525e+18,9.510448665918781e-12,19160.317937865762
3.3128370681746312e-12,6.587477124953209e+18,9.783932179811113e-12,18624.742774358954
3.4081013773763525e-12,6.776907345871556e+18,1.0065280015881953e-11,18104.138174320637
3.5061051175917098e-12,6.971784843177587e+18,1.0354718321449819e-11,17598.085675906736
3.60692706420197e-12,7.172266259353691e+18,1.0652479746950545e-11,17106.17851424872
3.710648257861993e-12,7.378512741310837e+18,1.0958803632941677e-11,16628.02129449607
3.817352069640628e-12,7.5906900699183e+18,1.1273936202484173e-11,16163.229673998228
3.9271242680344506e-12,7.808968793258464e+18,1.1598130759056706e-11,15711.4300533697
4.040053087908395e-12,8.033524363713205e+18,1.1931647890160762e-11,15272.259276191218
4.15622930141893e-12,8.2645372789925e+18,1.2274755676780837e-11,14845.364337104651
4.275746290976702e-12,8.502193227218442e+18,1.262772990886788e-11,14430.402098067365
4.398700124307284e-12,8.746683236181304e+18,1.2990854307019174e-11,14027.039012537985
4.525189631670393e-12,8.998203826887627e+18,1.3364420750532884e-11,13634.950857371745
4.655316485299649e-12,9.256957171523793e+18,1.3748729512020617e-11,13253.822472209957
4.7891852811266095e-12,9.52315125596183e+18,1.4144089498766252e-11,12883.34750615442
4.926903622855068e-12,9.797000046938616e+18,1.455081850102585e-11,12523.228171522318
5.0685822084528075e-12,1.0078723664042154e+19,1.4969243447467188e-11,12173.175004484776
5.214334919130621e-12,1.0368548556643666e+19,1.5399700667954976e-11,11832.90663239584
5.364278910879993e-12,1.0666707685917538e+19,1.58425361638927e-11,11502.149547625246
5.518534708643061e-12,1.0973440712095468e+19,1.6298105886338518e-11,11180.637887713023
5.6772263031905325e-12,1.1288994187105278e+19,1.6766776022118558e-11,10868.113221669337
5.840481250785455e-12,1.1613621752749353e+19,1.7248923288167903e-11,10564.324342247679
6.0084307757128166e-12,1.1947584344581665e+19,1.7744935234335305e-11,10269.02706402472
6.181209875757729e-12,1.2291150401647972e+19,1.825521055489602e-11,9981.984027123866
6.3589574307165284e-12,1.2644596082256896e+19,1.8780159409021936e-11,9702.964506425622
6.541816314028332e-12,1.3008205485955918e+19,1.9320203750467458e-11,9431.744226110768
6.7299335076166785e-12,1.3382270881890537e+19,1.987577766673582e-11,9168.1051793875
6.923460220033561e-12,1.3767092943730135e+19,2.0447327727998532e-11,8911.835453257629
7.122552008000818e-12,1.4162980991349387e+19,2.103531334604834e-11,8662.729058180978
7.32736890144659e-12,1.4570253239459502e+19,2.1640207143574336e-11,8420.585762501027
7.538075532137367e-12,1.498923705338919e+19,2.2262495334056026e-11,8185.210931498739
7.75484126600883e-12,1.542026921222058e+19,2.290267811258125e-11,7956.415370945349
7.977840339302341e-12,1.5863696179492526e+19,2.3561270057903393e-11,7734.015175027889
8.207251998615856e-12,1.631987438168767e+19,2.4238800546059304e-11,7517.831578525884
8.443260644982333e-12,1.6789170494728018e+19,2.4935814175881714e-11,7307.6908131198725
8.686055982091234e-12,1.7271961738708955e+19,2.5652871206747632e-11,7103.423967716478
8.935833168772296e-12,1.7768636181108646e+19,2.6390548008914686e-11,6904.866852677722
9.192792975864157e-12,1.82795930487166e+19,2.7149437526807385e-11,6711.8598678454255
9.457141947593937e-12,1.8805243048532115e+19,2.7930149755625835e-11,6524.247874254622
9.729092567597282e-12,1.9346008697890165e+19,2.8733312231659213e-11,6341.880069433003
1.0008863429712888e-11,1.9902324664081187e+19,2.955957053670004e-11,6164.609866185764
1.0296679413688019e-11,2.0474638113736212e+19,3.040958881696212e-11,5992.294774768973
1.0592771865936825e-11,2.10634090722594e+19,3.128405031692128e-11,5824.796288356309
1.0897378785496535e-11,2.1669110793596293e+19,3.218365792850704e-11,5661.979771707329
1.1210745015331022e-11,2.2292230140635275e+19,3.3109134756087056e-11,5503.714352947676
1.1533122439135508e-11,2.2933267976547783e+19,3.406122469769811e-11,5349.872818374316
1.1864770183800675e-11,2.3592739567382127e+19,3.50406930429914e-11,5200.331510201168
1.220595482769858e-11,2.4271174996233798e+19,3.604832708837156e-11,5054.970227163093
1.2556950614958597e-11,2.496911958932672e+19,3.708493676982613e-11,4913.67212789802
1.2918039675904562e-11,2.5687134354345943e+19,3.81513553139514e-11,4776.323637029972
1.3289512253831114e-11,2.6425796431375557e+19,3.924843990769979e-11,4642.814353877194
1.3671666938301185e-11,2.7185699556803756e+19,4.03770723873866e-11,4513.036963712106
1.4064810905152202e-11,2.7967454540568e+19,4.1538159947509694e-11,4386.8871515017545
1.4469260163403962e-11,2.8771689757123875e+19,4.273263586995236e-11,4264.263518059417
1.4885339809266582e-11,2.959905165053232e+19,4.396146027415487e-11,4145.067498539963
1.531338428745283e-11,3.0450205254071325e+19,4.522562088885858e-11,4029.2032832134346
1.5753737660004437e-11,3.1325834724789023e+19,4.652613384604121e-11,3916.5777404532823
1.6206753882849462e-11,3.222664389342967e+19,4.786404449768461e-11,3807.1003418770842
1.667279709031172e-11,3.3153356830172144e+19,4.924042825602766e-11,3700.683089579925
1.715224188780192e-11,3.410671842663748e+19,5.0656391457982544e-11,3597.240445401682
1.7645473652925403e-11,3.5087494994632577e+19,5.21130722544081e-11,3496.6892621714765
1.8152888845248557e-11,3.6096474882111398e+19,5.36116415249551e-11,3398.9487168740015
1.8674895324972926e-11,3.7134469106848915e+19,5.515330381921918e-11,3303.9402456839957
1.9211912680773195e-11,3.820231200833707e+19,5.673929832495753e-11,3211.587480816656
1.9764372567062164e-11,3.93008619184261e+19,5.837089986414694e-11,3121.816189143278
2.0332719050954915e-11,4.043100185125232e+19,6.004941991768664e-11,3034.5542125226098
2.0917408969209534e-11,4.159364021300408e+19,6.177620767956546e-11,2949.7314098002075
2.1518912295432457e-11,4.278971153209858e+19,6.355265114134386e-11,2867.2796004289853
2.2137712517843134e-11,4.402017721035554e+19,6.538017820782105e-11,2787.1325096657015
2.277430702790174e-11,4.5286026295771775e+19,6.726025784478469e-11,2709.2257152993434
2.3429207520112304e-11,4.658827627751771e+19,6.919440125976513e-11,2633.4965958685657
2.4102940403322704e-11,4.792797390379509e+19,7.118416311674388e-11,2559.8842803265707
2.47960472238516e-11,4.9306196023212196e+19,7.323114278579103e-11,2488.329599113011
2.5509085100783785e-11,5.0724050450355536e+19,7.53369856286402e-11,2418.7750365934585
2.6242627173781983e-11,5.218267685625026e+19,7.750338432122876e-11,2351.1646848283863
2.699726306377646e-11,5.368324768442758e+19,7.973208021427054e-11,2285.444198634373
2.777359934690218e-11,5.522696909333457e+19,8.202486473295314e-11,2221.5607519014616
2.8572260042064545e-11,5.681508192584408e+19,8.438358081688505e-11,2159.462995131541
2.9393887112525634e-11,5.8448862706643845e+19,8.681012440145004e-11,2099.101014163635
3.0239140981914095e-11,6.012962466830672e+19,8.930644594175939e-11,2040.4262900529122
3.110870106507363e-11,6.185871880686696e+19,9.187455198042779e-11,1983.3916600711634
3.2003266314175964e-11,6.363753496774948e+19,9.451650676043019e-11,1927.9512797974435
3.292355578053917e-11,6.546750296292873e+19,9.723443388434198e-11,1874.060586268289
3.387030919260044e-11,6.73500937202102e+19,1.000305180212887e-10,1821.6762621580542
3.4844287550509745e-11,6.928682046556211e+19,1.0290700666298306e-10,1770.7562009604446
3.5846273737821523e-11,7.1279239939445965e+19,1.0586621193025799e-10,1721.2594731433214
3.687707315077634e-11,7.332895364812422e+19,1.0891051243154886e-10,1673.1462932495506
3.793751434567813e-11,7.543760915095059e+19,1.1204235517481837e-10,1626.377987917465
3.902844970488772e-11,7.760690138467808e+19,1.1526425753446134e-10,1580.9169647952192
4.0150756121966924e-11,7.983857402584757e+19,1.1857880927476773e-10,1536.7266823240918
4.1305335706526296e-11,8.213442089235635e+19,1.2198867463157732e-10,1493.771620366353
4.2493116509339986e-11,8.449628738532729e+19,1.2549659445379003e-10,1452.0172516542095
4.3715053268312865e-11,8.692607197244208e+19,1.2910538840645978e-10,1411.4300140367925
4.4972128175898615e-11,8.942572771392912e+19,1.3281795723724087e-10,1371.9772835029078
4.626535166858576e-11,9.199726383243272e+19,1.3663728510800788e-10,1333.6273479578638
4.7595763239086274e-11,9.464274732802589e+19,1.405664419935245e-10,1296.3493817332985
4.896443227187973e-11,9.736430463966469e+19,1.4460858614908881e-10,1260.1134208095107
5.037245890278351e-11,1.0016412335441792e+20,1.487669666491359e-10,1224.8903387304063
5.182097490324285e-11,1.0304445396585131e+20,1.5304492599884645e-10,1190.651823191633
5.3311144590047657e-11,1.0600761168297206e+20,1.5744590282084933e-10,1157.3703532831764
5.4844165761210266e-11,1.0905597829119377e+20,1.6197343461918617e-10,1125.0191773680538
5.642127065875513e-11,1.1219200406681482e+20,1.66631160622756e-10,1093.5722915793565
5.804372695919468e-11,1.1541820974654985e+20,1.7142282471052663e-10,1063.0044189183473
5.97128387924874e-11,1.1873718855369741e+20,1.7635227842086386e-10,1033.2909889368157
6.142994779029706e-11,1.22151608282572e+20,1.8142348404739652e-10,1004.4081179873583
6.319643416439627e-11,1.2566421344287706e+20,1.8664051782390826e-10,976.3325900257048
6.50137178160793e-11,1.292778274657392e+20,1.9200757320081007e-10,949.0418379496831
6.688325947747982e-11,1.329953549731843e+20,1.9752896421583894e-10,922.5139254597653
6.88065618857061e-11,1.3681978411287001e+20,2.0320912896167768e-10,896.7275294266909
7.078517099074095e-11,1.4075418895995865e+20,2.0905263315329317e-10,871.661922751938
7.282067719807585e-11,1.4480173198805788e+20,2.1506417379785696e-10,847.2969577072854
7.491471664707859e-11,1.4896566661121635e+20,2.2124858297019836e-10,823.6130497400749
7.706897252612155e-11,1.532493397990169e+20,2.2761083169682504e-10,800.591161731153
7.928517642552847e-11,1.576561947668706e+20,2.3415603395163374e-10,778.2127886928351
8.156510972942509e-11,1.621897737436699e+20,2.4088945076651737e-10,756.4599428946156
8.391060504761702e-11,1.66853720819035e+20,2.4781649446018713e-10,735.3151394046132
8.632354768863987e-11,1.716517848724297e+20,2.549427329885884e-10,714.7613820352027
8.880587717517005e-11,1.765878225865104e+20,2.622738944204238e-10,694.782149681478
9.135958880301263e-11,1.8166580154712654e+20,2.6981587154137343e-10,675.3613830415942
9.398673524491954e-11,1.8688980343246517e+20,2.77574726590714e-10,656.4834717083035
9.668942820052745e-11,1.922640272939028e+20,2.8555669613414553e-10,638.1332416213149
9.946984009374176e-11,1.9779279293120266e+20,2.937681960767425e-10,620.2959428703849
1.0233020581892885e-10,2.0348054436476545e+20,3.022158268200518e-10,602.9572378393542
1.0527282453732587e-10,2.0933185340773637e+20,3.109063785675009e-10,586.1031896815607
1.083000615251045e-10,2.1535142334082453e+20,3.1984683678235703e-10,569.7202511174144
1.1141435007457961e-10,2.2154409269279932e+20,3.290443878026418e-10,553.7952535450964
1.1461819345008909e-10,2.2791483912969866e+20,3.3850642461750807e-10,538.31539645564
1.1791416690011703e-10,2.344687834558757e+20,3.482405528097224e-10,523.268237143884
1.213049197272778e-10,2.412111937301001e+20,3.582545966690309e-10,508.64168070703005
1.247931774178248e-10,2.4814748950002208e+20,3.68556605481321e-10,494.42397032276335
1.283817438323962e-10,2.5528324615840488e+20,3.791548599986373e-10,480.6036777991188
1.3207350345975523e-10,2.6262419942461948e+20,3.9005787909524123e-10,467.16969438851214
1.3587142373534466e-10,2.701762499550208e+20,4.012744266150898e-10,454.11122185851906
1.3977855742650861e-10,2.7794546808588956e+20,4.128135184162046e-10,441.4177638122668
1.4379804508630667e-10,2.8593809871276822e+20,4.246844296176181e-10,429.07911725143106
1.4793311757788953e-10,2.94160566310106e+20,4.368967020547112e-10,417.0853643750688
1.5218709867146612e-10,3.0261948009525025e+20,4.494601519489388e-10,405.426864607692
1.565634077159492e-10,3.113216393409335e+20,4.623848777981062e-10,394.09424685017547
1.6106556238742767e-10,3.202740388405283e+20,4.756812684935398e-10,383.0784019472691
1.656971815166713e-10,3.294838745304554e+20,4.893600116706694e-10,372.3704753656661
1.7046198799794974e-10,3.389585492742831e+20,5.034321022997565e-10,361.96186007672327
1.7536381178149138e-10,3.487056788131422e+20,5.179088515236422e-10,351.8441896381389
1.804065929519971e-10,3.5873309788725766e+20,5.32801895749642e-10,342.00933146900786
1.8559438489567928e-10,3.690488665335114e+20,5.481232060028878e-10,332.4493803128543
1.9093135755837264e-10,3.796612765640973e+20,5.638850975486345e-10,323.15665188338926
1.9642180079733558e-10,3.905788582314779e+20,5.801002397912666e-10,314.1236766878828
2.020701278294372e-10,4.0181038708500097e+20,5.967816664579652e-10,305.34319402318664
2.0788087877849655e-10,4.13364891024677e+20,6.139427860752046e-10,296.8081461395879
2.1385872432463805e-10,4.2525165755781304e+20,6.315973927465374e-10,288.511672567784
2.2000846945857956e-10,4.374802412643017e+20,6.497596772402811e-10,280.4471046044443
2.2633505734388354e-10,4.500604714765921e+20,6.684442383960565e-10,272.6079599519069
2.3284357329027066e-10,4.630024601805045e+20,6.876660948593318e-10,264.9879375077092
2.3953924884119053e-10,4.7631661014324216e+20,7.07440697153406e-10,257.5809122997636
2.464274659789349e-10,4.900136232751326e+20,7.277839400985342e-10,250.38093056310638
2.535137614506735e-10,5.0410450923182077e+20,7.487121755881821e-10,243.382204954263
2.6080383121889155e-10,5.1860059426382925e+20,7.702422257326755e-10,236.57910989938176
2.6830353503979806e-10,5.3351353032058726e+20,7.923913963807962e-10,229.96617707240327
2.7601890117340316e-10,5.48855304416277e+20,8.151774910302373e-10,223.53809099961506
2.839561312290276e-10,5.646382482649845e+20,8.386188251380379e-10,217.2896847870794
2.921216051501557e-10,5.808750481929301e+20,8.627342408425454e-10,211.21593596748409
3.0052188634263256e-10,5.975787553357346e+20,8.87543122108723e-10,205.3119624630846
3.0916372695032763e-10,6.147627961289179e+20,9.130654103089735e-10,199.5730186614914
3.180540732825065e-10,6.324409831000657e+20,9.393216202520115e-10,193.9944916011475
3.2720007139727367e-10,6.506275259713368e+20,9.663328566726627e-10,188.5718972634309
3.3660907284556705e-10,6.693370430812247e+20,9.941208311958317e-10,183.3008769684044
3.4628864058034055e-10,6.885845731347898e+20,1.0227078797883224e-09,178.1771938713049
3.562465550356585e-10,7.083855872917559e+20,1.0521169807124658e-09,173.19672955697214
3.664908203806078e-10,7.287560016022271e+20,1.0823717729960474e-09,168.35548072946696
3.770296709530472e-10,7.497121898000058e+20,1.113496575433351e-09,163.64955599422245
3.8787157787836567e-10,7.712709964637937e+20,1.1455164061325974e-09,159.07517273014255
3.99025255878571e-10,7.93449750556862e+20,1.1784570026254969e-09,154.62865404913208
4.1049967027718275e-10,8.162662793560696e+20,1.2123448425550722e-09,150.3064258406142
4.2230404420555026e-10,8.397389227814105e+20,1.2472071649583634e-09,146.10501389866403
4.3444786601641336e-10,8.638865481376575e+20,1.2830719921611884e-09,142.0210411294388
4.469408969106311e-10,8.887285652798826e+20,1.3199681523024595e-09,138.0512248366733
4.5979317878323435e-10,9.14284942215098e+20,1.3579253025062431e-09,134.1923740830489
4.730150422950982e-10,9.40576221152534e+20,1.3969739527201437e-09,130.4413871253188
4.866171151767249e-10,9.67623535015462e+20,1.4371454902391955e-09,126.79524892112781
5.006103307708101e-10,9.954486244278328e+20,1.4784722049349602e-09,123.25102870552195
5.150059368204643e-10,1.0240738551893886e+21,1.5209873152101238e-09,119.80587763519976
5.298155045101363e-10,1.0535222362532707e+21,1.5647249946994174e-09,116.45702649861487
5.450509377665415e-10,1.0838174382206347e+21,1.6097203997384104e-09,113.20178349008157
5.607244828270263e-10,1.114983812367057e+21,1.65600969762214e-09,110.03753204610392
5.768487380830935e-10,1.1470464102160889e+21,1.703630095676382e-09,106.96172874218222
5.934366642069852e-10,1.1800310036756638e+21,1.752619871164887e-09,103.97190124840908
6.105015945694681e-10,1.21396410575355e+21,1.8030184020566367e-09,101.06564634221135
6.280572459571939e-10,1.2488729918685014e+21,1.8548661986778445e-09,98.24062797664028
6.461177295982487e-10,1.2847857217742294e+21,1.908204936274146e-09,95.49457540265769
6.646975625047566e-10,1.3217311621138334e+21,1.9630774885091583e-09,92.82528134390807
6.838116791416409e-10,1.3597390096227786e+21,2.019527961926288e-09,90.23060022251187
7.034754434309577e-10,1.3988398149991565e+21,2.077601731401608e-09,87.70844643444836
7.237046611014031e-10,1.439065007460307e+21,2.1373454766161373e-09,85.25679267314909
7.445155923929557e-10,1.4804469200056206e+21,2.1988072195769676e-09,82.87366829994914
7.659249651268539e-10,1.523018815405795e+21,2.262036363217338e-09,80.55715776008812
7.879499881514139e-10,1.566814912939442e+21,2.3270837311067007e-09,78.30539904298777
8.106083651744978e-10,1.6118704158985337e+21,2.394001608302694e-09,76.11658218556846
8.339183089937528e-10,1.6582215398848077e+21,2.462843783377866e-09,73.98894781740088
8.578985561360399e-10,1.7059055419198312e+21,2.533665591654879e-09,71.92078574652578
8.82568381917869e-10,1.754960750392225e+21,2.606523959685084e-09,69.91043358480042
9.079476159388808e-10,1.8054265958659863e+21,2.6814774510060296e-09,67.95627541167241
9.340566580208767e-10,1.8573436427747726e+21,2.7585863132148296e-09,66.05674047530306
9.609164946051902e-10,1.9107536220275826e+21,2.8379125263951635e-09,64.21030192999737
9.885487156215839e-10,1.9656994645520509e+21,2.9195198529368545e-09,62.41547560892586
1.0169755318422283e-09,2.0222253358023157e+21,3.0034738887880616e-09,60.67081883115168
1.0462197927347201e-09,2.080376671259209e+21,3.089842116181296e-09,58.97492924200375
1.0763050048284613e-09,2.1402002129512505e+21,3.178693957875577e-09,57.32644368586546
1.1072553506092257e-09,2.201744047025927e+21,3.2701008329584953e-09,55.724037110469084
1.1390957079570192e-09,2.265057642401294e+21,3.3641362142528166e-09,54.16642150181999
1.1718516701429178e-09,2.3301918905290877e+21,3.4608756873739242e-09,52.65234484889116
1.2055495664009305e-09,2.397199146301258e+21,3.560397011485517e-09,51.180590137257035
1.2402164830914332e-09,2.466133270132822e+21,3.662780181802411e-09,49.74997437085761
1.2758802854731763e-09,2.537049671254847e+21,3.768107493890663e-09,48.359347621106515
1.3125696401013739e-09,2.6100053522523787e+21,3.876463609816736e-09,47.00759210257874
1.3503140378698776e-09,2.685058954883116e+21,3.987935626198857e-09,45.69362127453474
1.3891438177159294e-09,2.7622708072135944e+21,4.102613144215188e-09,44.4163789675601
1.4290901910066227e-09,2.841702972110939e+21,4.220588341625336e-09,43.17483853461563
1.4701852666265702e-09,2.923419297128936e+21,4.341956046862744e-09,41.968002025819544
1.5124620767870226e-09,3.007485465828691e+21,4.466813815257773e-09,40.794899386295384
1.555954603577151e-09,3.0939690505750577e+21,4.595262007452658e-09,39.65458767644216
1.6006978062788426e-09,3.18293956685129e+21,4.727403870071365e-09,38.54615031399977
1.6467276494669611e-09,3.2744685291355683e+21,4.863345618709199e-09,37.46869633730036
1.6940811319176705e-09,3.36862950838433e+21,5.003196523308891e-09,36.421359689113466
1.7427963163480143e-09,3.465498191168536e+21,5.147068995991677e-09,35.40329852051001
1.7929123600107587e-09,3.5651524405105934e+21,5.2950786814142425e-09,34.41369451418345
1.844469546168955e-09,3.667672358470582e+21,5.4473445497237975e-09,33.45175222668714
1.8975093164756227e-09,3.7731403505322814e+21,5.603988992186261e-09,32.516698449056925
1.9520743042845408e-09,3.881641191840681e+21,5.765137919564338e-09,31.60778158530601
2.0082083689189246e-09,3.9932620953442137e+21,5.93092086332455e-09,30.72427104829227
2.06595663092554e-09,4.108092781896509e+21,6.1014710797546056e-09,29.865456672472487
2.1253655083425957e-09,4.2262255523740013e+21,6.276925657074779e-09,29.03064814307139
2.1864827540105163e-09,4.347755361867291e+21,6.457425625629304e-09,28.219174441207233
2.2493574939557133e-09,4.4727798960061174e+21,6.643116071246669e-09,27.430383304526316
2.31404026687804e-09,4.6013996494789757e+21,6.834146251859464e-09,26.66364070291516
2.3805830647737925e-09,4.733718006810743e+21,7.030669717477908e-09,25.918330328867086
