redshift_z,comoving_distance_Gly,luminosity_distance_Gly,universe_age_Myr,shell_volume_Gpc3_per_z_all_sky,shell_volume_norm,cumulative_R3_volume_fraction_to_46p5Gly,Lmin_over_Lstar_toy,schechter_visible_fraction,toy_detection_fraction,raw_detected_proxy_norm,volume_corrected_proxy_norm,cumulative_detected_proxy
1.7766480446927373,16.18429073196171,44.93807921564027,3668.0755562417357,505.5996774582132,0.9551473078127906,0.042162092392039,0.0029646983404361927,0.26520340313295826,0.23427640699762645,0.7991232182381388,0.23534226742642325,0.38534831641805445
1.7878156424581004,16.243646244992746,45.28429109234656,3646.741711872986,506.5411596816593,0.9569258971813577,0.042627681265866475,0.0029984956948186613,0.26399431558383935,0.23287146899774155,0.7958100679689684,0.23393093754167818,0.38787439887777037
1.7989832402234636,16.30267895682647,45.63092517090103,3625.608716469265,507.458747462979,0.9586593466633975,0.04309412529096302,0.003032428598737681,0.262639563286357,0.2313430520422276,0.792019018114083,0.2323955669232988,0.39038844768155784
1.8101508379888267,16.361391547362224,45.977978167483265,3604.674014934639,508.3527659661284,0.9603482705383313,0.04356140263416415,0.0030664962718884754,0.2614401835899085,0.22995645248360155,0.7886588791556267,0.23100265891210994,0.3928918306387736
1.8213184357541898,16.41978666938453,46.32544684148545,3583.935092204772,509.2235370626735,0.9619932768658026,0.0440294917599439,0.0031006979404619665,0.26024534594133736,0.22857856438412288,0.7852760930961447,0.2296185019935924,0.3953844758623595
1.832486033519553,16.477866948830542,46.67332799475595,3563.3894725197274,510.07137932065456,0.963594967464641,0.04449837142738073,0.0031350328370920006,0.259055033564107,0.2272093166022279,0.7818717052947934,0.2282430247025179,0.39786631478346546
1.843653631284916,16.535634985056674,47.021618470858314,3543.0347187113894,510.8966079960085,0.9651539378966572,0.04496802068711402,0.003169500200802454,0.2578692297465649,0.22584863881449607,0.7784467374062568,0.2268761563955235,0.40033728207620606
1.8548212290502792,16.593093351104272,47.37031515434552,3522.868431505172,511.6995350264229,0.9666707774550324,0.04543841887829419,0.003204099276954238,0.25668791784171385,0.22449646150289196,0.7750021877948449,0.22551782723829555,0.40279731558373183
1.8659888268156424,16.650244593964207,47.71941497004897,3502.8882488357267,512.4804690274876,0.9681460691570491,0.04590954562552756,0.0032388293171922316,0.2553642905433979,0.2230245150498335,0.7710957839568011,0.22403918403972298,0.40524494927550625
1.8771564245810055,16.707091234840405,48.068914882382074,3483.0918451763423,513.2397152910307,0.9695803897409464,0.04638138083581941,0.0032736895793921976,0.2543387035039894,0.2218173341880552,0.7680582228690768,0.22282651100599504,0.40768294105636144
1.8883240223463686,16.76363576941217,48.41881189465802,3463.4769308817517,513.9775757855215,0.9709743096666815,0.04685390469551591,0.0033086793276076902,0.2531707680983307,0.22049024906435002,0.764560691509117,0.2214933881957079,0.4101098308758614
1.8994916201117318,16.81988066809518,48.7691030484213,3444.0412515440607,514.6943491584241,0.9723283931203768,0.04732709766724762,0.003343797832016965,0.25200725865933726,0.21917139415203082,0.7610473471376131,0.22016853304085307,0.41252556853990485
