scale_factor_a,redshift_z,radiation_term,matter_term,curvature_term,lambda_term,H_over_H0_squared,H_over_H0
0.00025999159875608117,3845.278128925926,20134950621.481945,17923904031.852825,-1361.0347009449608,0.685,38058853292.98507,195086.78400390188
0.00026188036996256653,3817.5374495344613,19560323999.013687,17538874336.049484,-1341.472999321738,0.685,37099196994.27517,192611.51833230318
0.00026378286259961907,3789.996845454069,19002096510.641064,17162115598.75986,-1322.1924515663286,0.685,36164210787.89347,190168.90068539986
0.00026569917634985604,3762.6548736728587,18459800145.331165,16793450148.610811,-1303.1890167471743,0.685,35253248991.43796,187758.48580407214
0.0002676294116200627,3735.510101586441,17932980248.507977,16432704130.850592,-1284.4587120116914,0.685,34365683095.584854,185379.83465195145
0.0002695736695464535,3708.5611069228626,17421195140.875546,16079707425.362608,-1265.9976117515191,0.685,33500901300.92554,183032.5143271696
0.00027153205199997095,3681.806477668084,16924015748.119556,15734293566.440424,-1247.8018467797679,0.685,32658308067.44314,180716.09797536893
0.00027350466159162365,3655.244811991994,16441025241.17663,15396299664.286058,-1229.8676035200904,0.685,31837323676.280087,178430.1647039538
0.0002754916016778622,3628.874718174966,15971818686.77009,15065566328.194683,-1212.1911232074124,0.685,31037383803.458652,176174.2994975676
0.000277492976365995,3602.6948145349297,15516002707.918821,14741937591.389328,-1194.7687011001467,0.685,30257939105.224453,173948.09313477526
0.0002795088905196429,3576.7037293549824,15073195154.1349,14425260837.470282,-1177.5966857037306,0.685,29498454814.693493,171751.14210593622
0.0002815394497642337,3550.9001008115147,14643024781.033346,14115386728.444485,-1160.671478005326,0.685,28758410349.491352,169583.0485322497
0.0002835847604925362,3525.2825769028564,14225130939.085415,13812169134.30091,-1143.9895307195159,0.685,28037298930.081795,167443.4200859556
0.00028564492987023516,3499.8498153784394,13819163271.25447,13515465064.098763,-1127.5473475448432,0.685,27334627208.490887,165331.86991167458
0.000287720065841546,3474.600483668465,13424781419.260988,13225134598.536007,-1111.3414824310353,0.685,26649914907.140514,163248.01654887118
0.0002898102771348707,3449.53325881409,13041654738.230385,12941040823.966434,-1095.368538856761,0.685,25982694467.513283,161191.48385542358
0.00029191567326849484,3424.646827398101,12669462019.484402,12663049767.83408,-1079.625169117766,0.685,25332510708.378315,159161.9009322844
0.00029403636455632573,3399.9398854761025,12307891221.243755,12391030335.494646,-1064.108073625243,0.685,24698920493.31533,157158.90204921682
0.00029617246211367245,3375.4111385081947,11956639207.016148,12124854248.394073,-1048.8140002142827,0.685,24081492407.281223,155182.12657159078
0.000298324077863068,3351.059301291142,11615411491.450354,11864395983.575089,-1033.7397434622665,0.685,23479806441.970703,153231.21888822364
0.0003004913245401331,3326.8830978910396,11283921993.44339,11609532714.483295,-1018.8821440170556,0.685,22893453689.72954,151305.82834025112
0.00030267431569948376,3302.8812615764527,10961892796.293587,11360144253.044756,-1004.2380879348333,0.685,22322036045.785255,149405.609151013
0.00030487316572068044,3279.052534752051,10649053914.69871,11116112992.987892,-989.8045060274686,0.685,21765165918.567097,147530.2203569394
0.0003070879898142213,3255.3956688927137,10345143068.403599,10877323854.382877,-975.5783732192566,0.685,21222465947.893105,145679.32573942366
0.0003093189040275788,3231.9094244781113,10049905462.307632,10643664229.372381,-961.5567079129041,0.685,20693568730.808308,143852.59375766676
0.0003115660252512801,3208.5925709277617,9763093572.847664,10415023929.068117,-947.7365713646303,0.685,20178116554.86421,142049.69748248043
0.00031382947122503144,3185.4438865365514,9484466940.477343,10191295131.588135,-934.115067068247,0.685,19675761138.63541,140270.31453103473
0.0003161093605438874,3162.4621584107244,9213791968.068773,9972372331.210295,-920.6893401480909,0.685,19186163379.27473,138514.1270025362
0.0003184058126644648,3139.646182404331,8950841725.067572,9758152288.618036,-907.4565767606827,0.685,18708993106.914032,136780.8214148242
0.0003207189479112016,3116.9947630561355,8695395757.237118,9548533982.21493,-894.4140035049847,0.685,18243928845.723045,135070.08864187158
