mass_Msun,mass_kg,schwarzschild_radius_km,schwarzschild_radius_AU,hawking_temperature_K,temperature_relative_to_CMB
1.9560115042361352e-09,3.8894701958284276e+21,5.776765807236453e-09,3.861529432341348e-17,31.544159180295534,11.573714613940759
2.013152224268229e-09,4.003092803390645e+21,5.945521746026893e-09,3.9743358098658374e-17,30.648819053185047,11.24520970580996
2.0719621890254853e-09,4.120034654011507e+21,6.119207531002464e-09,4.0904375860227165e-17,29.778891996641075,10.92602898427484
2.1324901619457888e-09,4.2403927123243423e+21,6.297967177144674e-09,4.209931028881064e-17,28.93365669355078,10.615907794368294
2.194786330987251e-09,4.3642667755782186e+21,6.481948906526718e-09,4.3329152187770534e-17,28.112412300453848,10.314588993011869
2.2589023502425687e-09,4.4917595563868406e+21,6.671305271214807e-09,4.4594921304684105e-17,27.31447786642407,10.02182273580043
2.324891382768968e-09,4.622976767894609e+21,6.866193279759513e-09,4.5897667176886584e-17,26.53919176844631,9.737366269839043
2.3928081446694702e-09,4.758027211430902e+21,7.066774527382728e-09,4.7238470001717266e-17,25.785911162817847,9.46098373245931
2.4627089504617584e-09,4.897022866724693e+21,7.273215329967301e-09,4.861844153218487e-17,25.054011452122694,9.192445955649493
2.5346517597724953e-09,5.040078984754813e+21,7.485686861961227e-09,5.0038725998800116e-17,24.342885767334003,8.931530276035225
2.608696225395715e-09,5.187314183312617e+21,7.704365298310379e-09,5.1500501058337456e-17,23.65194446461643,8.678020350253691
2.6849037427550522e-09,5.338850545356139e+21,7.929431960537256e-09,5.300497877031118e-17,22.980614636411936,8.431705975568496
2.7633375008109895e-09,5.494813720237629e+21,8.16107346708736e-09,5.455340660197887e-17,22.328339636401957,8.192382915575843
2.844062534455264e-09,5.655333027888259e+21,8.39948188806767e-09,5.61470684627042e-17,21.694578617952853,7.959852730857771
2.9271457784357555e-09,5.820541566046147e+21,8.644854904505126e-09,5.778728576853418e-17,21.078806085662862,7.733922614442437
3.0126561228567827e-09,5.990576320617026e+21,8.897395972257849e-09,5.947541853787796e-17,20.480511459637015,7.5144052319343295
3.100664470300723e-09,6.165578279258878e+21,9.157314490714661e-09,6.121286651919346e-17,19.899198652129495,7.301118566182168
3.1912437946181965e-09,6.345692548284445e+21,9.424825976422465e-09,6.300107035161474e-17,19.334385656203334,7.0938857663560215
3.2844692014358694e-09,6.531068472979184e+21,9.700152241786304e-09,6.484151275948812e-17,18.785604146064234,6.892535001307737
3.380417990431669e-09,6.721859761433661e+21,9.983521578989224e-09,6.67357197818005e-17,18.252399088739605,6.696899317093966
3.4791697194293683e-09,6.918224611993716e+21,1.0275168949285325e-08,6.868526203752528e-17,17.734328366778765,6.506816498542934
3.5808062703655645e-09,7.120325844433814e+21,1.0575336177822638e-08,7.069175602793281e-17,17.230962411662368,6.322128934750457
3.6854119171836075e-09,7.328331034962088e+21,1.0884272154156945e-08,7.275686547694255e-17,16.741883847617682,6.14268348839394
3.793073395711041e-09,7.542412655169534e+21,1.1202233038623562e-08,7.488230271063318e-17,16.266687145543006,5.96833136875546
3.903879975578361e-09,7.762748215038304e+21,1.1529482474737858e-08,7.706983007705241e-17,15.804978286755082,5.798928008348957
4.017923534238599e-09,7.989520410127427e+21,1.1866291807800193e-08,7.932126140750073e-17,15.356374436281131,5.634332943049397
4.1352986331493536e-09,8.222917273058495e+21,1.2212940309887319e-08,8.163846352050598e-17,14.920503625423544,5.474409695624122
4.256102596180338e-09,8.463132329426716e+21,1.2569715411416475e-08,8.402335776973379e-17,14.497004443334523,5.319025662569996
4.38043559031126e-09,8.710364758266231e+21,1.2936912939473617e-08,8.647792163711337e-17,14.085525737345609,5.168052004162763
4.508400708687382e-09,8.964819557203598e+21,1.3314837363104669e-08,8.900419037250822e-17,13.685726321802058,5.021363537626879
4.640104056101097e-09,9.226707712435348e+21,1.3703802045771628e-08,9.160425868128102e-17,13.297274695162493,4.878838633337917
4.775654836970865e-09,9.496246373671456e+21,1.4104129505184232e-08,9.428028246116095e-17,12.919848765127657,4.740359113970889
4.91516544589025e-09,9.773659034189386e+21,1.4516151680721985e-08,9.703448058984964e-17,12.553135581571157,4.605810156511157
5.058751560822002e-09,1.0059175716147725e+22,1.4940210208667904e-08,9.986913676484504e-17,12.196831077050984,4.475080197046775
5.2065322390147574e-09,1.0353033161313675e+22,1.5376656705483123e-08,1.0278660139701523e-16,11.85063981468589,4.348060838263031
5.358630015721771e-09,1.065547502736227e+22,1.5825853059356762e-08,1.057892935594889e-16,11.514274743187935,4.224646759562625
5.5151710058032725e-09,1.0966752089909632e+22,1.6288171730272197e-08,1.0887970299347448e-16,11.187456958848617,4.1047356297371556
5.6762850082972615e-09,1.1287122450448856e+22,1.676399605884012e-08,1.1206039217268164e-16,10.869915474279995,3.9882280221170414
5.842105614044771e-09,1.1616851750359606e+22,1.7253720584152424e-08,1.153339984280433e-16,10.561386993720498,3.8750273321300677
6.012770316459403e-09,1.195621339117003e+22,1.7757751370922285e-08,1.1870323613451194e-16,10.261615694717937,3.7650396971997573
6.1884206255327715e-09,1.230548876125315e+22,1.827650634618088e-08,1.2217089896173824e-16,9.97035301600916,3.658173918917322
6.369202185170145e-09,1.2664967469145279e+22,1.8810415645809412e-08,1.257398621904945e-16,9.687357451420848,3.5543413874228027
6.555264893954026e-09,1.303494758368076e+22,1.9359921971194885e-08,1.2941308509677127e-16,9.412394349619806,3.4534560079324184
6.7467630294355824e-09,1.3415735881141773e+22,1.9925480956304944e-08,1.331936134055212e-16,9.145235719547081,3.3554341293513414
6.943855376056759e-09,1.3807648099627583e+22,2.050756154548524e-08,1.3708458181607824e-16,8.88566004137492,3.2601944749128307
7.146705356809586e-09,1.4211009200855158e+22,2.1106646382294075e-08,1.4108921660135686e-16,8.633452082829148,3.1676580747859653
7.355481168741663e-09,1.4626153639607733e+22,2.172323220969606e-08,1.452108382829814e-16,8.388402720724985,3.0777482005962153
7.570355922419832e-09,1.5053425641054164e+22,2.2357830281945722e-08,1.4945286438455788e-16,8.150308767568694,2.9903903018046942
7.791507785468455e-09,1.5493179486170459e+22,2.301096678850468e-08,1.538188122653853e-16,7.918972803080408,2.9055119438930133
8.019120130300374e-09,1.5945779805498385e+22,2.368318329034137e-08,1.5831230203693917e-16,7.694203010499459,2.8230427483028655
8.253381686163855e-09,1.641160188148624e+22,2.437503716897725e-08,1.6293705956456005e-16,7.475813017535636,2.742914334080219
8.49448669563124e-09,1.6891031959661852e+22,2.5087102088650886e-08,1.6769691955682956e-16,7.26362174183485,2.665060261175876
8.742635075658806e-09,1.7384467568895266e+22,2.5819968471982394e-08,1.725958287451908e-16,7.057453240831337,2.5894159753554713
8.998032583351929e-09,1.789231785101781e+22,2.6574243989534225e-08,1.7763784915646014e-16,6.857136565861302,2.5159187546730153
9.260890986572739e-09,1.8415003900070293e+22,2.7350554063673453e-08,1.8282716148093849e-16,6.662505620417426,2.4445076574637414
9.531428239531395e-09,1.8952959111460995e+22,2.8149542387152446e-08,1.8816806853890902e-16,6.473399022426824,2.375123471813181
9.809868663507198e-09,1.9506629541324156e+22,2.8971871456839575e-08,1.936649988484066e-16,6.289659970437859,2.3077086664604143
1.0096443132849116e-08,2.007647427637648e+22,2.981822312304199e-08,1.993225102972137e-16,6.111136113605052,2.242207343094864
1.0391389266409504e-08,2.0662965814577305e+22,3.0689299154874234e-08,2.051452939221162e-16,5.937679425364571,2.178565190007181
1.0694951624570777e-08,2.126659045691025e+22,3.1585821822145016e-08,2.1113817779857623e-16,5.769146080694892,2.1167294370555467
1.1007381912027153e-08,2.1887848710608632e+22,3.25085344942404e-08,2.1730613104401896e-16,5.605396336861628,2.056648811910339
1.1328939186490682e-08,2.2527255704161124e+22,3.345820225650363e-08,2.2365426793807726e-16,5.446294417547027,1.9982734975406449
1.165989007349417e-08,2.3185341614440952e+22,3.4435612544621e-08,2.3018785216319933e-16,5.29170840026829,1.941555090907463
1.2000508987468708e-08,2.38626521063119e+22,3.544157579753885e-08,2.369123011691292e-16,5.141510106991604,1.8864465628294276
1.2351078359279926e-08,2.4559748785077356e+22,3.647692612945537e-08,2.438331906648948e-16,4.995574997850725,1.8329022189876079
1.2711888870411241e-08,2.527720966214664e+22,3.754252202144316e-08,2.5095625924201853e-16,4.853782067882244,1.780877662037147
1.3083239693987825e-08,2.601562963430397e+22,3.863924703327486e-08,2.582874131327784e-16,4.716013746692072,1.7303297547943761
1.3465438742842032e-08,2.6775620976979097e+22,3.9768010536044495e-08,2.658327311074789e-16,4.5821558009695655,1.6812165844687454
1.385880292482553e-08,2.755781385192782e+22,4.092974846619088e-08,2.735984695147863e-16,4.452097239768688,1.6334974279099939
1.4263658405579298e-08,2.8362856829742267e+22,4.21254241015466e-08,2.8159106746929523e-16,4.325730222477805,1.5871327178417924
1.468034087898072e-08,2.919141742762679e+22,4.3356028860060046e-08,2.898171521906565e-16,4.202949969401388,1.5420840100537105
1.510919584549036e-08,3.0044182662882215e+22,4.462258312184795e-08,2.9828354449865813e-16,4.083654674879985,1.4983139515244854
1.5550578898630633e-08,3.0921859622560055e+22,4.592613707526404e-08,3.069972644688454e-16,3.96774542287601,1.455786249450013
1.600485601983334e-08,3.1825176049758e+22,4.726777158768396e-08,3.1596553725335855e-16,3.855126104955517,1.4144656411504375
1.6472403881900003e-08,3.2754880947041696e+22,4.86485991017266e-08,3.251957990718019e-16,3.7457033405981006,1.374317864831444
1.695361016132769e-08,3.371174519749527e+22,5.006976455765827e-08,3.3469570337713555e-16,3.6393863997685543,1.3353096311754007
1.7448873859758822e-08,3.4696562203914626e+22,5.1532446342743026e-08,3.444731272016897e-16,3.5360871276862325,1.2974085957388488
1.7958605634820805e-08,3.571014854667213e+22,5.303785726832444e-08,3.5453617768855347e-16,3.435719871729875,1.2605833321335078
1.8483228140631078e-08,3.6753344660800677e+22,5.458724557545252e-08,3.6489319881377513e-16,3.338201410417006,1.2248033059684484
1.90231763782493e-08,3.782701553285739e+22,5.618189596988803e-08,3.7555277830493903e-16,3.243450884399163,1.190038849531889
1.957889805636652e-08,3.893205141814313e+22,5.7823130687339896e-08,3.8652375476183765e-16,3.151389729415879,1.1562611371916636
2.0150853962532215e-08,4.006936857887643e+22,5.9512310589824805e-08,3.9781522498518297e-16,3.061941611151474,1.1234421614938448
2.0739518345224835e-08,4.123991004392923e+22,6.1250836294051e-08,4.094365515193861e-16,2.975032361941049,1.0915547099398455
2.1345379307084448e-08,4.244464639075821e+22,6.304014933276792e-08,4.213973704157002e-16,2.890589919272867,1.060572342422626
2.1968939209632902e-08,4.368457655017874e+22,6.488173335004205e-08,4.3370759922214626e-16,2.8085442660362734,1.0304693693033475
2.2610715089816252e-08,4.4960728634646925e+22,6.677711533144817e-08,4.4637744520683325e-16,2.728827372465705,1.0012208301103303
2.3271239088716342e-08,4.627416079073979e+22,6.872786687020011e-08,4.594174138215199e-16,2.651373139732432,0.9728024728425727
2.395105889278633e-08,4.7625962076538835e+22,7.073560547026899e-08,4.728383174124216e-16,2.5761173451373884,0.9451907338607186
2.4650738187975017e-08,4.901725336464268e+22,7.280199588756655e-08,4.866512841854677e-16,2.502997588859731,0.9183627183488281
2.5370857127118887e-08,5.044918827156209e+22,7.492875151031236e-08,5.008677674334863e-16,2.43195324221672,0.8922961813306624
2.6112012810986557e-08,5.192295411426244e+22,7.711763577972146e-08,5.154995550329144e-16,2.362925397392327,0.8669695092248495
2.6874819783376892e-08,5.343977289465145e+22,7.937046365219704e-08,5.305587792179521e-16,2.2958568185926302,0.8423617019235481
2.765991054068041e-08,5.500090231282677e+22,8.168910310423822e-08,5.460579266402501e-16,2.230691894587602,0.8184523553797843
2.8467936056325438e-08,5.660763680992144e+22,8.407547668130757e-08,5.620098487224496e-16,2.167376592600023,0.7952216446890563
2.929956632054584e-08,5.8261308641415784e+22,8.653156309194836e-08,5.784277723141976e-16,2.105858413503115,0.7726503076511154
3.015549089591695e-08,5.9963288981803975e+22,8.905939884847075e-08,5.953253106594569e-16,2.046086348289831,0.7507196287983237
3.103641948911922e-08,6.17149890615289e+22,9.166107995556379e-08,6.127164746841801e-16,1.9880108357777886,0.7294114238773761
3.1943082539405804e-08,6.351786133713226e+22,9.433876364824003e-08,6.306156846137519e-16,1.931583721514614,0.70870802477146
3.287623182426102e-08,6.537340069558832e+22,9.709467018055049e-08,6.490377819298099e-16,1.8767582178497075,0.6885922648503789
3.38366410827505e-08,6.728314569381689e+22,9.993108466654911e-08,6.67998041676332e-16,1.8234888651394012,0.6690474647365259
3.482510665708322e-08,6.924867983441027e+22,1.0285035897504329e-07,6.875121851252613e-16,1.7717314940531388,0.6500574184748262
3.5842448152913324e-08,7.127163287862356e+22,1.0585491367968917e-07,7.075963928120881e-16,1.7214431889496595,0.6316063800952705
3.688950911893268e-08,7.335368219772406e+22,1.089472400660591e-07,7.282673179522675e-16,1.6725822522926308,0.6136790505568266
3.796715774631629e-08,7.549655416381755e+22,1.1212990219734143e-07,7.495421002495688e-16,1.6251081700762915,0.5962605650619305
3.9076287588599166e-08,7.770202558130178e+22,1.1540553904038108e-07,7.714383801077798e-16,1.5789815782325152,0.5793364807310641
4.0217818302584254e-08,7.997192516013972e+22,1.1877686665383219e-07,7.939743132576031e-16,1.5341642299912943,0.562892764627149
4.1392696410894446e-08,8.230813503217128e+22,1.222466804402329e-07,8.171685858108468e-16,1.4906189641676613,0.5469157821198537
4.2601896086799417e-08,8.471259231171803e+22,1.2581785746386556e-07,8.410404297543626e-16,1.4483096743488018,0.5313922855801878
4.3846419961971e-08,8.718729070178047e+22,1.2949335883633228e-07,8.656096388966337e-16,1.4072012789556914,0.5163094033959609
4.5127299957835534e-08,8.973428214715722e+22,1.3327623217182066e-07,8.90896585280212e-16,1.367259692154499,0.5016546292990274
4.644559814121049e-08,9.235567853585282e+22,1.3716961411408915e-07,9.169222360735724e-16,1.3284517955936885,0.4874158119954829
4.780240760493952e-08,9.505365345019409e+22,1.4117673293728113e-07,9.43708170956481e-16,1.2907454109432408,0.4735811450901636
4.919885337425056e-08,9.783044396909601e+22,1.453009112227081e-07,9.712766000131853e-16,1.254109273213399,0.4601391572971561
5.063609333959317e-08,1.0068835252298083e+23,1.495455686138349e-07,9.996503821483531e-16,1.21851300483067,0.447078702928149
5.211531921672676e-08,1.0362974880288466e+23,1.5391422465174593e-07,1.0288530440409934e-15,1.1839270904496484,0.4343889526507608
5.363775753485391e-08,1.0665707172533096e+23,1.584105016934385e-07,1.0589087996520428e-15,1.150322852479817,0.4220593845091973
5.520467065362175e-08,1.0977283145460724e+23,1.630381279153728e-07,1.0898425703018567e-15,1.117672427306946,0.4100797751997601
5.681735780983298e-08,1.1297961148411858e+23,1.6780094040476483e-07,1.1216800053342259e-15,1.0859487421894132,0.39844019159398764
5.84771561947322e-08,1.1628007077853914e+23,1.7270288834117873e-07,1.1544475033840087e-15,1.0551254928103386,0.38713098250241745
6.018544206276503e-08,1.1967694597854637e+23,1.7774803627106837e-07,1.1881722342660883e-15,1.0251771214668273,0.3761427706721069
6.19436318727272e-08,1.2317305366996186e+23,1.8294056747797835e-07,1.2228821615037758e-15,0.9960787958782865,0.36546644501129577
6.375318346224756e-08,1.267712927191754e+23,1.8828478745119057e-07,1.2586060655152799e-15,0.967806388596281,0.3550931530347757
6.561559725658471e-08,1.30474646676801e+23,1.9378512745571103e-07,1.2953735674775955e-15,0.9403364569987529,0.34501429352366647
6.753241751273237e-08,1.3428618625154292e+23,1.9944614820653544e-07,1.3332151538874506e-15,0.9136462238521386,0.33522150939355666
6.950523359987111e-08,1.3820907185633571e+23,2.052725436502574e-07,1.3721622018397982e-15,0.8877135584251654,0.325706680765058
7.153568131722597e-08,1.4224655622886431e+23,2.1126914485714928e-07,1.412247005044767e-15,0.862516958138711,0.31646191823104425
7.362544425041975e-08,1.4640198712863217e+23,2.174409240269341e-07,1.4535028006045952e-15,0.8380355307365387,0.3074795563150023
7.577625516745202e-08,1.5067881011282333e+23,2.2379299861158486e-07,1.4959637965728404e-15,0.8142489769620618,0.29875214711504744
7.798989745545862e-08,1.550805713932558e+23,2.303306355585634e-07,1.5396652003186796e-15,0.7911375737268062,0.2902724541283457
8.026820659944039e-08,1.5961092077678924e+23,2.3705925567800784e-07,1.5846432477197542e-15,0.7686821577566443,0.28203344625083265
8.261307170419244e-08,1.6427361469163552e+23,2.4398443813750637e-07,1.6309352332078773e-15,0.746864109702179,0.27402829194723133
8.502643706069362e-08,1.6907251930207746e+23,2.5111192508817727e-07,1.6785795406924684e-15,0.725665338700135,0.2662503535865475
