mass_Msun,mass_kg,schwarzschild_radius_km,schwarzschild_radius_AU,hawking_temperature_K,temperature_relative_to_CMB
3.0917491621714004e-12,6.147850456502964e+18,9.130984560113073e-12,6.103686180416386e-20,19956.57959676788,7322.17193056976
3.182068044704808e-12,6.32744684485417e+18,9.397726872843257e-12,6.281992403280415e-20,19390.137917002896,7114.341558247256
3.2750254014850568e-12,6.512289760090991e+18,9.672261495475208e-12,6.465507463586651e-20,18839.77395110762,6912.410182024444
3.37069830993116e-12,6.702532468348813e+18,9.954816063785963e-12,6.654383526453472e-20,18305.03135398495,6716.210366532728
3.4691660991150706e-12,6.898332713107344e+18,1.0245624863447866e-11,6.848777202179701e-20,17785.466733303096,6525.579428839881
3.570510415539109e-12,7.099852845987052e+18,1.0544929024291624e-11,7.048849676101456e-20,17280.64928184723,6340.359303557963
3.674815290834681e-12,7.307259961366038e+18,1.0852976720243613e-11,7.254766842241969e-20,16790.160420307693,6160.396411780479
3.782167211438668e-12,7.520726034929448e+18,1.1170023375103882e-11,7.466699440865693e-20,16313.593450207114,5985.54153373954
3.892655190305531e-12,7.740428066266838e+18,1.1496331874336361e-11,7.684823200051311e-20,15850.553216677568,5815.649685077075
4.00637084071405e-12,7.966548225634666e+18,1.1832172783045193e-11,7.90931898139991e-20,15400.655780810624,5650.579996628371
4.123408452230256e-12,8.199274005006297e+18,1.2177824570319045e-11,8.140372929999896e-20,14963.52810130693,5490.19559761766
4.2438650688895075e-12,8.438798373534719e+18,1.2533573840129347e-11,8.37817662877293e-20,14538.807725161532,5334.363502168972
4.367840569662513e-12,8.685319937556817e+18,1.2899715568973728e-11,8.622927257328756e-20,14126.142487128678,5182.954499038224
4.495437751271836e-12,8.939043105271507e+18,1.3276553350461282e-11,8.874827755460347e-20,13725.190217717456,5035.84304447531
4.6267624134278714e-12,9.200178256228919e+18,1.3664399647043328e-11,9.134086991415533e-20,13335.618459475027,4892.907158126959
4.761923446554812e-12,9.468941915770847e+18,1.406357604909797e-11,9.400919935084324e-20,12957.10419132286,4754.02832189428
4.901032922079165e-12,9.745556934566758e+18,1.4474413541582711e-11,9.67554783624518e-20,12589.333560717776,4619.091381661265
5.044206185356043e-12,1.003025267339493e+19,1.489725277847734e-11,9.958198408018746e-20,12232.001623414775,4487.984451812429
5.191561951310082e-12,1.0323265193321558e+19,1.5332444365244035e-11,1.0249106015680767e-19,11884.812090616368,4360.598822460601
5.3432224028701415e-12,1.062483745143519e+19,1.5780349149538403e-11,1.0548511870990423e-19,11547.47708329922,4236.828869308098
5.499313292279735e-12,1.0935219502299484e+19,1.62413385204136e-11,1.085666423219592e-19,11219.71689351344,4116.571966066204
5.659964045367043e-12,1.1254668705291004e+19,1.6715794716265053e-11,1.117381860988283e-19,10901.259752457088,3999.728399360517
5.825307868860752e-12,1.158344993799354e+19,1.720411114177054e-11,1.1500237978835446e-19,10591.84160513403,3886.201286051745
5.9954818608410886e-12,1.192183581582668e+19,1.77066926940896e-11,1.1836192996087612e-19,10291.205891407391,3775.8964929030976
6.170627124417442e-12,1.227010691809035e+19,1.8223956098592128e-11,1.2181962225343444e-19,9999.103333267607,3668.7225585278325
6.350888884726761e-12,1.2628552020612622e+19,1.875633025439434e-11,1.2537832367953844e-19,9715.291728138705,3564.5906175522678
6.536416609349641e-12,1.2997468335193481e+19,1.930425658998835e-11,1.2904098500640192e-19,9439.535748051567,3463.4143269314136
6.727364132244623e-12,1.3377161756044466e+19,1.986818942926222e-11,1.328106432016363e-19,9171.606744516615,3365.109794355757
6.9238897813024565e-12,1.3767947113426495e+19,2.044859636821097e-11,1.3669042395140836e-19,8911.282558935736,3269.595508690419
7.126156509626757e-12,1.4170148434697517e+19,2.104595866265295e-11,1.4068354425216397e-19,8658.34733839513,3176.7922723886004
7.334332030649822e-12,1.4584099212986251e+19,2.1660771627272657e-11,1.4479331507806454e-19,8412.591356686544,3086.6231358233513
7.548588957195612e-12,1.5010142683714759e+19,2.229354504632095e-11,1.4902314412634854e-19,8173.810840408574,2999.0133334832417
7.769104944604887e-12,1.544863210919848e+19,2.2944803596312126e-11,1.5337653864288676e-19,7941.807800004158,2913.8902219791444
7.99606283804171e-12,1.58999310715608e+19,2.3615087281070036e-11,1.5785710833028613e-19,7716.389865593513,2831.1832198104985
8.229650824103207e-12,1.6364413774204504e+19,2.4304951879483144e-11,1.6246856834094728e-19,7497.370127466805,2750.823748841242
8.470062586857987e-12,1.6842465352089502e+19,2.5014969406338952e-11,1.6721474235755251e-19,7284.5669811044645,2672.745177436971
8.717497468443192e-12,1.7334482191075234e+19,2.5745728586621592e-11,1.720995657635493e-19,7077.803976596134,2596.882765215973
8.972160634353047e-12,1.7840872256592005e+19,2.6497835343665003e-11,1.7712708890625277e-19,6876.90967233368,2523.173609368439
9.234263243555658e-12,1.8362055431913118e+19,2.7271913301565552e-11,1.8230148045526662e-19,6681.717492857184,2451.5565924994257
9.504022623579719e-12,1.8898463866309562e+19,2.8068604302272555e-11,1.8762703085901982e-19,6492.065590735535,2381.9723319521318
9.781662450716018e-12,1.945054233337528e+19,2.8888568937784432e-11,1.9310815590227806e-19,6307.796712367381,2314.3631305695767
1.0067412935482807e-11,2.0018748599819497e+19,2.973248709789089e-11,1.9874940036757418e-19,6128.758067591369,2248.6729288539236
1.0361511013509477e-11,2.060355380503319e+19,3.0601058533917226e-11,2.04555441803606e-19,5954.801202997102,2184.8472584836186
1.0664200541996488e-11,2.1205442851743756e+19,3.149500343893718e-11,2.1053109440371989e-19,5785.781878832026,2122.8331971498906
1.0975732501914315e-11,2.1824914808081555e+19,3.2415063044934974e-11,2.1668131299769212e-19,5621.55994940224,2062.5793246751937
1.1296365206108946e-11,2.2462483321391456e+19,3.336200023741158e-11,2.230111971601183e-19,5461.999246868089,2004.0356803772115
1.1626364513487577e-11,2.311867704413464e+19,3.433660018794768e-11,2.2952599543883536e-19,5306.967468337659,1947.1537216428762
1.1966004049460498e-11,2.3794040072230715e+19,3.5339671005243435e-11,2.3623110970685386e-19,5156.336066165364,1891.8862836783578
1.231556543282268e-11,2.4489132396204913e+19,3.637204440517674e-11,2.4313209964142053e-19,5009.980141364275,1838.1875404014954
1.2675338509264105e-11,2.5204530365516394e+19,3.743457640043856e-11,2.502346873339459e-19,4867.778340043412,1786.0129664441065
1.3045621591700694e-11,2.594082716644908e+19,3.852814801031165e-11,2.5754476203458193e-19,4729.612752784923,1735.3193002329567
1.3426721707626252e-11,2.6698633313963573e+19,3.965366599118486e-11,2.6506838503540856e-19,4595.368816877207,1686.0645081185864
1.3818954853690453e-11,2.7478577157917856e+19,4.081206358840825e-11,2.728117946962747e-19,4464.9352213229295,1638.2077495222636
1.4222646257713842e-11,2.828130540407624e+19,4.2004301310112395e-11,2.8078141161746093e-19,4338.203814543284,1591.7093430722014
1.4638130648356537e-11,2.910748365033752e+19,4.323136772363153e-11,2.8898384396343907e-19,4215.069514702089,1546.530733701005
1.506575253266524e-11,2.995779693862885e+19,4.449428027519407e-11,2.974258929421652e-19,4095.430222575059,1502.6344606769617
1.5505866481728206e-11,3.0832950322922086e+19,4.5794086133558706e-11,3.061145584444385e-19,3979.1867368921844,1459.9841265427206
1.595883742467447e-11,3.1733669453842444e+19,4.713186305829387e-11,3.150570448479911e-19,3866.242672083147,1418.5443669356623
1.6425040951262187e-11,3.266070118035632e+19,4.8508720293423847e-11,3.242607669911431e-19,3756.5043783572755,1378.2808212648233
1.690486362330644e-11,3.361481416903616e+19,4.9925799487180695e-11,3.3373335632096465e-19,3649.880864051942,1339.1601042201219
1.7398703295204204e-11,3.4596799541414703e+19,5.138427563862334e-11,3.434826672210338e-19,3546.283720185125,1301.1497780903046
1.7906969443823297e-11,3.560747152995931e+19,5.288535807191156e-11,3.5351678352405563e-19,3445.6270471493194,1264.2183258665639
1.8430083508028406e-11,3.6647668153209246e+19,5.443029143904158e-11,3.638440252147358e-19,3347.8273834861484,1228.3351251095758
1.8968479238124982e-11,3.771825191063438e+19,5.602035675187244e-11,3.7447295532845067e-19,3252.803636682738,1193.4704225583337
1.9522603055512018e-11,3.882011049779398e+19,5.765687244430282e-11,3.8541238705146104e-19,3160.4770159322243,1159.5953094596312
2.0092914422841298e-11,3.995415754238724e+19,5.934119546547678e-11,3.9667139102854083e-19,3070.770966802783,1126.6816975977924
2.067988622498982e-11,4.112133336180551e+19,6.107472240492478e-11,4.082593028840803e-19,2983.6111077610303,1094.702296004781
2.128400516116099e-11,4.232260574281379e+19,6.285889065057145e-11,4.2018573096289034e-19,2898.925168497203,1063.6305883313898
2.1905772148441817e-11,4.3558970744012095e+19,6.469517958057699e-11,4.3246056429716945e-19,2816.6429300006575,1033.440810860634
2.2545702737147612e-11,4.483145352173591e+19,6.658511178999105e-11,4.450939808061791e-19,2736.6961663364896,1004.1079311452906
2.3204327538300532e-11,4.614110918008446e+19,6.853025435324195e-11,4.580964557354623e-19,2659.018588074665,975.6076272517575
2.3882192663596322e-11,4.748902364578138e+19,7.05322201235077e-11,4.714787703426029e-19,2583.545787324818,947.9162675930354
2.4579860178223854e-11,4.8876314568592785e+19,7.25926690700459e-11,4.852520208367238e-19,2510.215184331145,921.0108913341204
2.5297908566911936e-11,5.030413224804738e+19,7.47133096545881e-11,4.994276275791143e-19,2438.9659755832395,894.8691893536011
2.6036933213591578e-11,5.1773660587230446e+19,7.689590024794514e-11,5.14017344552653e-19,2369.7390833996324,869.4694857455999
2.6797546895070607e-11,5.328611807444105e+19,7.914225058799602e-11,5.290332691078606e-19,2302.4771069423437,844.7907198467598
2.758038028912896e-11,5.4842758793524265e+19,8.145422328026563e-11,5.444878519936423e-19,2237.124274621907,820.812428773402
2.8386082497457866e-11,5.644487346372004e+19,8.383373534234165e-11,5.603939076810781e-19,2173.62639785323,797.514730454313
2.9215321583875624e-11,5.809379050988916e+19,8.628275979340837e-11,5.767646249887993e-19,2111.930826124041,774.878307145126
3.0068785128265155e-11,5.979087716400141e+19,8.880332729021236e-11,5.936135780187436e-19,2051.9864033387316,752.8843894106519
3.0947180796694704e-11,6.153754059880352e+19,9.139752781082232e-11,6.10954737411395e-19,1993.7434254012524,731.5147405618244
3.185123692819346e-11,6.333522909460485e+19,9.406751238757662e-11,6.288024819298222e-19,1937.1535990019554,710.7516415343811
3.278170313866741e-11,6.5185433240145986e+19,9.681549489065185e-11,6.471716103820979e-19,1882.1700015743024,690.5778761967722
3.3739350942458484e-11,6.708968716855042e+19,9.964375386373789e-11,6.66077353892029e-19,1828.747042388066,670.9767170750563
3.4724974392061224e-11,6.904956982938198e+19,1.0255463441333827e-10,6.855353885283494e-19,1776.8404247468616,651.9319114829799
3.573939073652622e-11,7.106670629786029e+19,1.0555055015325907e-10,7.055618483028253e-19,1726.4071092587158,633.4276680457589
3.678344109909859e-11,7.314276912232457e+19,1.0863398520590525e-10,7.261733385480951e-19,1677.4052781490852,615.4486436063421
3.7857991174652164e-11,7.527947971106059e+19,1.1180749626204054e-10,7.473869496863136e-19,1629.7943005868126,597.9799305033251
3.896393194749731e-11,7.747860975963998e+19,1.1507371470071762e-10,7.692202714000101e-19,1583.534698994285,581.0070442099743
4.010218043015691e-11,7.974198271995411e+19,1.1843534877113407e-10,7.916914072168948e-19,1538.5881163138672,564.515911324112
4.127368042372723e-11,8.20714753121689e+19,1.2189518583823642e-10,8.148189895207942e-19,1494.9172842033174,548.4928578988507
4.247940330044807e-11,8.446901908084199e+19,1.2545609469391505e-10,8.386221950010353e-19,1452.4859921340544,532.924598104588
4.3720348809134936e-11,8.693660199650055e+19,1.2912102793571896e-10,8.631207605531712e-19,1411.2590573664907,517.7982232128016
4.499754590414071e-11,8.947627010400669e+19,1.3289302441506094e-10,8.883349996442226e-19,1371.2022957775616,503.1011908925194
4.631205359853399e-11,9.209012921907688e+19,1.3677521175694254e-10,9.142858191559978e-19,1332.282493516269,488.8213148105922
4.766496184219945e-11,9.478034667435834e+19,1.4077080895328264e-10,9.409947367204248e-19,1294.4673794638002,474.94675452716945
4.9057392425591744e-11,9.754915311651642e+19,1.448831290320095e-10,9.684838985613284e-19,1257.725598475278,461.46600567795934
5.049049990989072e-11,1.003988443558204e+20,1.4911558180412445e-10,9.967760978574173e-19,1222.0266853810103,448.36789043515336
5.196547258432733e-11,1.0333178326975737e+20,1.534716766910106e-10,1.0258947936416759e-18,1187.3410397257267,435.6415482391219
5.3483533451477546e-11,1.0635040176225955e+20,1.579550256343399e-10,1.0558641302528908e-18,1153.6399012247648,423.27642679316267
5.504594124133966e-11,1.0945720278016667e+20,1.6256934609098776e-10,1.086708957355419e-18,1120.8953259169002,411.26227331385076
5.6653991455033706e-11,1.1265476238859087e+20,1.6731846411543147e-10,1.1184548505437482e-18,1089.0801629940913,399.58912602975283
5.83090174389923e-11,1.1594573190691301e+20,1.7220631753220033e-10,1.1511281325490173e-18,1058.168032288837,388.2473059214225
6.001239149053171e-11,1.1933284010717759e+20,1.7723695920100252e-10,1.1847558950650394e-18,1028.133302400532,377.22740869584743
6.176552599571784e-11,1.2281889547670505e+20,1.8241456037722904e-10,1.2193660212118851e-18,998.9510694427117,366.52029698870365
6.356987460047444e-11,1.2640678854680542e+20,1.8774341417063413e-10,1.2549872086557323e-18,970.5971363934933,356.11709278792637
6.542693341590281e-11,1.3009949428952026e+20,1.9322793910505322e-10,1.2916489934041103e-18,943.0479930321301,346.00917007232806
6.733824225881149e-11,1.3390007458437888e+20,1.9887268278210808e-10,1.3293817742962573e-18,916.2807964450565,336.18814765916585
6.930538592848367e-11,1.3781168075721192e+20,2.046823256519345e-10,1.3682168382088777e-18,890.2733520852627,326.6458822547286
7.132999552074793e-11,1.4183755619314164e+20,2.106616848940789e-10,1.408186385998333e-18,865.0040953692043,317.374461702148
7.341374978043182e-11,1.4598103902589526e+20,2.1681571841175294e-10,1.4493235592005852e-18,840.4520737961279,308.3661984208872
7.555837649332431e-11,1.502455649056806e+20,2.2314952894277097e-10,1.4916624675111168e-18,816.5969295749135,299.61362303243936
7.776565391880686e-11,1.5463466984792988e+20,2.2966836829059577e-10,1.5352382170677232e-18,793.4188827439697,291.1094781669307
8.00374122643301e-11,1.5915199316525246e+20,2.3637764167896866e-10,1.580086939559419e-18,770.8987147703155,282.8467124455386
8.23755352029659e-11,1.638012804850416e+20,2.432829122337557e-10,1.626245822185728e-18,749.0177526141579,274.81847463370315
8.478196143529257e-11,1.685863868552362e+20,2.503899055957248e-10,1.673753138491194e-18,727.7578532457673,267.0181079602889
8.725868629690755e-11,1.7351127994081175e+20,2.577045146680765e-10,1.722648280100664e-18,707.1013886018203,259.43914459798947
8.980776341289708e-11,1.7858004331364345e+20,2.652328045026539e-10,1.7729717893815846e-18,687.0312309687612,252.07530030040772
9.243130640064087e-11,1.8379687983848237e+20,2.72981017328903e-10,1.8247653930605246e-18,667.5307387810127,244.92046919134572
9.513149062236049e-11,1.8916611515784515e+20,2.8095557772974313e-10,1.8780720368217323e-18,648.5837428222881,237.96871870199527
9.791055498886159e-11,1.946922012787016e+20,2.891630979686296e-10,1.9329359209163507e-18,630.1745328185823,231.2142846518372
1.007708038159718e-10,2.0037972026394542e+20,2.9761038347224474e-10,1.989402536811941e-18,612.2878444116828,224.65156646915534
1.0371460873521076e-10,2.0623338803170453e+20,3.063044384733554e-10,2.047518704912659e-18,594.9088465024191,218.27512254720938
1.0674441066027257e-10,2.122580582656322e+20,3.152524718185025e-10,2.107332613381258e-18,578.02312895318,212.07966573222532
1.0986272181095851e-10,2.1845872643943668e+20,3.2446190294536157e-10,2.1688938580952784e-18,561.6166906394583,206.06005893944536
1.1307212779623479e-10,2.24840533958979e+20,3.339403680347192e-10,2.232253483770469e-18,545.6759278405349,200.21131089361032
1.1637528975813794e-10,2.3140877242536457e+20,3.4369572634215306e-10,2.2974640262854564e-18,530.1876229597041,194.5285719903519
1.1977494657831672e-10,2.3816888802258544e+20,3.5373606671469925e-10,2.3645795562429704e-18,515.1389335646246,189.00713027504113
1.232739171490263e-10,2.451264860333243e+20,3.6406971429786887e-10,2.4336557238034867e-18,500.5173817387802,183.64240753578434
1.2687510271046955e-10,2.5228733548668738e+20,3.7470523743860983e-10,2.5047498048286716e-18,486.31084373516336,178.42995550730632
1.30581489256419e-10,2.5965737394171147e+20,3.8565145478992515e-10,2.5779207483728256e-18,472.50753992362615,173.3654521825816
1.3439615001010914e-10,2.6724271241060172e+20,3.969174426230232e-10,2.653229225561586e-18,459.0960250235806,168.44469822916184
1.3832224797246132e-10,2.7504964042580017e+20,4.0851254235309047e-10,2.730737679898612e-18,446.0651786139132,163.66361350721454
1.4236303854474992e-10,2.8308463125507886e+20,4.204463682849149e-10,2.8105103790418786e-18,433.4041959122638,159.01823368639288
1.4652187222787885e-10,2.9135434726897025e+20,4.3272881558476583e-10,2.892613468092403e-18,421.10257881603906,154.5047069587375
1.5080219740051688e-10,2.998656454650058e+20,4.453700684851699e-10,2.9771150244397826e-18,409.15012719769874,150.11929084487204
1.5520756317839036e-10,3.0862558315333386e+20,4.583806087293734e-10,3.0640851142099408e-18,397.53693044711486,145.85834909085116
1.597416223570982e-10,3.17641423808419e+20,4.71771224262473e-10,3.1535958503617464e-18,386.2533592540057,141.71834865309327
1.644081344409038e-10,3.26920643091704e+20,4.855530181764672e-10,3.2457214524809892e-18,375.29005762359145,137.69585676888332
1.6921096875999777e-10,3.3647093505019275e+20,4.997374179165897e-10,3.34053830832092e-18,364.63793511889816,133.78753811003418
1.7415410767883062e-10,3.463002184961243e+20,5.143361847566062e-10,3.438125037140694e-18,354.2881593232384,129.99015201733204
1.7924164989817092e-10,3.564166435730159e+20,5.293614235509118e-10,3.5385625548941175e-18,344.2321485166355,126.30054981347845
1.844778138536192e-10,3.668285985135062e+20,5.448255927714964e-10,3.641934141322618e-18,334.4615645601302,122.71567219230609
1.8986694121340893e-10,3.775447165946272e+20,5.607415148381374e-10,3.748325509008314e-18,324.9683059820447,119.23254668209309
1.954135004783882e-10,3.8857388329626055e+20,5.771223867503686e-10,3.8578248744443434e-18,315.7445012604836,115.84828518087824
2.0112209068715982e-10,3.9992524366869666e+20,5.939817910300152e-10,3.9705230311811865e-18,306.7825022965173,112.56008156173814
2.0699744522947068e-10,4.116082099154456e+20,6.113337069834275e-10,4.086513425110051e-18,298.07487807259895,109.36520934602787
2.1304443577098933e-10,4.236324691975392e+20,6.291925222926804e-10,4.205892231945254e-18,289.6144084910002,106.26101944267114
2.1926807629274564e-10,4.360079916658359e+20,6.475730449454105e-10,4.328758436970257e-18,281.3940783871204,103.2449379516127
2.256735272485744e-10,4.487450387279727e+20,6.664905155131576e-10,4.455213917113311e-18,273.40707171272226,100.31446402961743
2.3226609984400174e-10,4.6185417155680213e+20,6.85960619788368e-10,4.585363525420606e-18,265.64676588427835,97.46716781664956
2.3905126044013815e-10,4.753462598474015e+20,7.059995017905861e-10,4.71931517799729e-18,258.1067262917223,94.70068842110523
2.4603463508622205e-10,4.8923249082989996e+20,7.26623777152593e-10,4.85717994348828e-18,250.7807009630621,92.01273196223156
2.532220141845635e-10,5.0352437854557897e+20,7.478505468975691e-10,4.999072135172905e-18,243.66261538044134,89.40106966811277
2.606193572917727e-10,5.1823377339397125e+20,7.69697411618751e-10,5.145109405750058e-18,236.7465674433299,86.86353602763893
2.682327980602467e-10,5.3337287195885876e+20,7.921824860733189e-10,5.29541284489231e-18,230.0268225746786,84.39802699492886
2.7606864932400054e-10,5.489542271212953e+20,8.153244142025814e-10,5.4501070796496405e-18,223.49780896598853,82.00249824472154
2.8413340833308607e-10,5.6499075846809164e+20,8.391423845909924e-10,5.609320377786584e-18,217.15411295732935,79.674963477281
2.9243376214090694e-10,5.814957630043292e+20,8.636561463767187e-10,5.773184754137805e-18,210.99047454850282,77.41349277141913
3.009765931489235e-10,5.9848292617884e+20,8.88886025627036e-10,5.9418360800708644e-18,205.00178303760774,75.21621098426262
3.097689848133349e-10,6.159663332317721e+20,9.148529421920988e-10,6.1154141961467026e-18,199.1830727833985,73.08129619644048
3.1881822751845875e-10,6.339604808736296e+20,9.415784270510223e-10,6.2940630280710435e-18,193.52951908793122,71.0069782014057
3.2813182462170026e-10,6.524802893055124e+20,9.690846401647296e-10,6.477930706033303e-18,188.03643419606763,68.9915370376326
3.3771749867511213e-10,6.715411145905002e+20,9.973943888503276e-10,6.667169687531707e-18,182.6992634085293,67.03330156247635
3.4758319782869276e-10,6.911587613864207e+20,1.026531146692221e-09,6.861936883786282e-18,177.51358130528308,65.1306480665137
3.5773710242075466e-10,7.11349496050598e+20,1.0565190730057071e-09,7.062393789844947e-18,172.47508807611533,63.281998927211646
3.6818763176081734e-10,7.321300601274325e+20,1.0873830328691596e-09,7.268706618490391e-18,167.57960595535727,61.48582130080986
3.789434511106327e-10,7.535176842299598e+20,1.1191486177413662e-09,7.481046438058468e-18,162.82307575781377,59.74062585133509
3.9001347886916947e-10,7.755301023269774e+20,1.1518421666812265e-09,7.699589314283112e-18,158.2015535130045,58.044965515686854
4.014068939674679e-10,7.98185566447491e+20,1.1854907881872666e-09,7.924516456284472e-18,153.71120719494792,56.39743430377836
4.131331434795355e-10,8.21502861814752e+20,1.2201223826751984e-09,8.156014366822125e-18,149.34831354475992,54.79666613273158
4.25201950455579e-10,8.455013224224052e+20,1.255765665612111e-09,8.394274996937582e-18,145.10925498343838,53.241333694161945
4.376233219840528e-10,8.702008470656295e+20,1.292450191326437e-09,8.63949590511409e-18,140.99051661228046,51.73014735361602
4.504075574892377e-10,8.956219158406245e+20,1.3302063775135173e-09,8.891880421086217e-18,136.98868329843305,50.26185408124493
4.635652572712163e-10,9.217856071260955e+20,1.3690655304570473e-09,9.151637814434798e-18,133.1004368431669,48.83523641282954
4.771073312953097e-10,9.487136150607845e+20,1.4090598709872677e-09,9.418983468106728e-18,129.3225532305303,47.44911144029731
4.910450082382944e-10,9.764282675316012e+20,1.4502225611975094e-09,9.694139057004034e-18,125.65189995409101,46.10232983089012
5.053898447988867e-10,1.0049525446872423e+21,1.4925877319412197e-09,9.977332731790145e-18,122.08543341955544,44.79377487417188
5.201537352801925e-10,1.0343100979926045e+21,1.5361905111321824e-09,1.0268799308065168e-17,118.62019642111665,43.52236155608756
5.353489214521188e-10,1.0645252698398947e+21,1.5810670528715706e-09,1.0568780461068226e-17,115.25331568942447,42.287035659300855
5.509880027018631e-10,1.0956231137325738e+21,1.627254567425784e-09,1.0877524926066906e-17,111.98199950916157,41.086772889070474
5.670839464809489e-10,1.1276294150589723e+21,1.6747913520800922e-09,1.1195288704601144e-17,108.80353540423629,39.92057802393553
5.836500990574501e-10,1.1605707124727678e+21,1.7237168228936019e-09,1.152233527675205e-17,105.71528788867832,38.78748409050755
6.00700196582298e-10,1.194474319898002e+21,1.7740715473818163e-09,1.1858935819611345e-17,102.7146962813766,37.68655156168652
6.182483764788868e-10,1.229368349176972e+21,1.825897278154006e-09,1.2205369432133275e-17,99.7992725828388,36.61686757763302
6.36309189165404e-10,1.265281733379731e+21,1.879236987533231e-09,1.2561923366555184e-17,96.96659941221638,35.5775451888521
6.54897610119581e-10,1.3022442507944833e+21,1.934134903187639e-09,1.292889326657802e-17,94.21432800288842,34.56772262076259
6.740290522959113e-10,1.3402865496188508e+21,1.9906365448027305e-09,1.3306583412505287e-17,91.54017625493415,33.586562559139296
6.937193789056133e-10,1.3794401733724448e+21,2.0487887618249227e-09,1.3695306973543193e-17,88.94192684288396,32.63325145583708
7.139849165699041e-10,1.4197375870517573e+21,2.1086397723076324e-09,1.4095386267470667e-17,86.41742537718304,31.70699885422236
7.348424688575616e-10,1.4612122040491953e+21,2.17023920289229e-09,1.450715302789594e-17,83.964578617834,30.807036733749403
7.563093302179126e-10,1.5038984138584128e+21,2.2336381299571846e-09,1.493094867931957e-17,81.58135273874824,29.932618873141898
7.784033003208743e-10,1.5478316105890487e+21,2.2988891219684693e-09,1.5367124620233446e-17,79.26577164135816,29.083020231648565
8.011426988159098e-10,1.5930482223144721e+21,2.3660462830683703e-09,1.581604251448995e-17,77.01591531609505,28.257536347860963
8.245463805221071e-10,1.6395857412767943e+21,2.435165297936641e-09,1.6278074591182276e-17,74.82991825037753,27.455482755596233
8.486337510620312e-10,1.6874827549743173e+21,2.506303477962637e-09,1.675360395328566e-17,72.70596788178405,26.67619441635812
8.734247829522885e-10,1.7367789781571372e+21,2.5795198087662092e-09,1.7243024895314967e-17,70.64230309513029,25.919025167906913
8.989400321641071e-10,1.787515285757362e+21,2.6548749991067234e-09,1.7746743230261254e-17,68.63721276220804,25.183347188482127
9.252006551677523e-10,1.8397337467814205e+21,2.732431531221001e-09,1.8265176626080157e-17,66.68903432296717,24.46855047623085
9.52228426474805e-10,1.8934776591923555e+21,2.8122537126316167e-09,1.8798754952008933e-17,64.79615240697343,23.77404234341348
9.80045756692935e-10,1.9487915858112007e+21,2.894407729468779e-09,1.9347920635001254e-17,62.95699749399133,23.099246924964717
1.0086757111081112e-09,2.0057213912671458e+21,2.9789617013498983e-09,1.991312902657443e-17,61.170044612584896,22.443604701003448
1.0381420288096108e-09,2.0643142800270468e+21,3.065985737862232e-09,2.0494848780372596e-17,59.43381207565917,21.806572032896412
1.0684691423737644e-09,2.1246188355359592e+21,3.155551996695661e-09,2.1093562240760296e-17,57.74686025188946,21.187620712489256
1.0996821981227193e-09,2.1866850605010838e+21,3.2477347434736986e-09,2.1709765842768102e-17,56.10779037202205,20.586237524132105
1.1318070769749815e-09,2.2505644183524415e+21,3.3426104133322118e-09,2.234397052372091e-17,54.5152433690586,20.00192381913726
1.1648704159050998e-09,2.3163098759148137e+21,3.4402576742971553e-09,2.2996702146891958e-17,52.9678987513583,19.434195102314547
1.1988996300302517e-09,2.3839759473262545e+21,3.540757492513752e-09,2.3668501937532942e-17,51.464473507725636,18.88258063024239
1.2339229353419926e-09,2.453618739239492e+21,3.6441931993810693e-09,2.4359926931640944e-17,50.003721043578025,18.34662302094222
1.269969372102139e-09,2.52529599734394e+21,3.750650560647993e-09,2.50715504378365e-17,48.58443014730562,17.82587787463057
1.3070688289220371e-09,2.5990671542466034e+21,3.860217847527488e-09,2.5803962512733065e-17,47.205423985972985,17.319913405236832
1.3452520675453078e-09,2.674993378751818e+21,3.972985909888449e-09,2.6557770450194307e-17,45.86555912952417,16.828310082379076
1.384550748354566e-09,2.753137626580604e+21,4.089048251585708e-09,2.7333599284884127e-17,44.56372460268476,16.350660283502023
1.424997456623218e-09,2.83356469257157e+21,4.208501107990487e-09,2.81320923105257e-17,43.298840963775966,15.886567955889182
1.4666257295341955e-09,2.9163412644068616e+21,4.331443525785906e-09,2.89539116133015e-17,42.06985940967386,15.43564828826779
1.509470083987989e-09,3.0015359779075963e+21,4.4579774450935265e-09,2.9799738620835375e-17,40.87576090617303,14.997527391734739
1.5535660452229793e-09,3.0892194739445375e+21,4.588207783998918e-09,3.067027466721101e-17,39.715555343035454,14.571841989739665
1.5989501762719023e-09,3.1794644570113893e+21,4.722242525546585e-09,3.1566241574497126e-17,38.588280713020616,14.158239116866858
1.6456601082788274e-09,3.2723457555092e+21,4.860192807276304e-09,3.248838225126091e-17,37.49300231421778,13.756375826166863
1.6937345717017142e-09,3.3679403837917076e+21,5.00217301337485e-09,3.343746130856427e-17,36.42881197502069,13.365918904795706
1.7432134284265856e-09,3.4663276060234125e+21,5.148300869520056e-09,3.4414265693957213e-17,35.394827301098,12.986544597724453
1.7941377048197472e-09,3.5675890019029227e+21,5.298697540495239e-09,3.5419605343989967e-17,34.390190943739675,12.617938339291754
1.8465496257456234e-09,3.6718085343063997e+21,5.453487730655405e-09,3.6454313855788096e-17,33.414069888969074,12.259794492375372
1.9004926495783587e-09,3.779072618907079e+21,5.612799787328395e-09,3.751924917824646e-17,32.46565476683259,11.911816094967014
